3.929138183593750000e-04 0.000000000000000000e+00
1.382350921630859375e-03 0.000000000000000000e+00
2.287149429321289062e-03 0.000000000000000000e+00
3.060340881347656250e-03 0.000000000000000000e+00
3.791570663452148438e-03 0.000000000000000000e+00
4.611253738403320312e-03 0.000000000000000000e+00
5.401134490966796875e-03 0.000000000000000000e+00
6.230592727661132812e-03 0.000000000000000000e+00
7.000207901000976562e-03 0.000000000000000000e+00
7.896900177001953125e-03 0.000000000000000000e+00
8.639335632324218750e-03 0.000000000000000000e+00
9.362220764160156250e-03 0.000000000000000000e+00
1.008987426757812500e-02 0.000000000000000000e+00
1.080536842346191406e-02 0.000000000000000000e+00
1.151895523071289062e-02 0.000000000000000000e+00
1.223516464233398438e-02 0.000000000000000000e+00
1.306629180908203125e-02 0.000000000000000000e+00
1.378440856933593750e-02 0.000000000000000000e+00
1.449728012084960938e-02 0.000000000000000000e+00
1.523041725158691406e-02 0.000000000000000000e+00
1.597189903259277344e-02 0.000000000000000000e+00
1.670455932617187500e-02 0.000000000000000000e+00
1.749515533447265625e-02 0.000000000000000000e+00
1.890921592712402344e-02 0.000000000000000000e+00
1.976394653320312500e-02 0.000000000000000000e+00
2.060675621032714844e-02 0.000000000000000000e+00
2.138924598693847656e-02 0.000000000000000000e+00
2.216243743896484375e-02 0.000000000000000000e+00
2.335739135742187500e-02 0.000000000000000000e+00
2.413463592529296875e-02 0.000000000000000000e+00
2.489137649536132812e-02 0.000000000000000000e+00
2.563261985778808594e-02 0.000000000000000000e+00
2.647829055786132812e-02 0.000000000000000000e+00
2.720999717712402344e-02 0.000000000000000000e+00
2.802681922912597656e-02 0.000000000000000000e+00
2.882552146911621094e-02 0.000000000000000000e+00
2.979683876037597656e-02 0.000000000000000000e+00
3.058624267578125000e-02 0.000000000000000000e+00
3.155684471130371094e-02 0.000000000000000000e+00
3.231501579284667969e-02 0.000000000000000000e+00
3.304386138916015625e-02 0.000000000000000000e+00
3.379225730895996094e-02 0.000000000000000000e+00
3.465557098388671875e-02 0.000000000000000000e+00
3.551816940307617188e-02 0.000000000000000000e+00
3.625345230102539062e-02 0.000000000000000000e+00
3.698372840881347656e-02 0.000000000000000000e+00
3.770995140075683594e-02 0.000000000000000000e+00
3.847122192382812500e-02 0.000000000000000000e+00
3.920269012451171875e-02 0.000000000000000000e+00
3.992319107055664062e-02 0.000000000000000000e+00
4.068017005920410156e-02 0.000000000000000000e+00
4.145312309265136719e-02 0.000000000000000000e+00
4.223871231079101562e-02 0.000000000000000000e+00
4.318809509277343750e-02 0.000000000000000000e+00
4.408669471740722656e-02 0.000000000000000000e+00
4.495358467102050781e-02 0.000000000000000000e+00
4.577708244323730469e-02 0.000000000000000000e+00
4.656243324279785156e-02 0.000000000000000000e+00
4.750180244445800781e-02 0.000000000000000000e+00
4.824352264404296875e-02 0.000000000000000000e+00
4.899764060974121094e-02 0.000000000000000000e+00
4.976058006286621094e-02 0.000000000000000000e+00
5.052113533020019531e-02 0.000000000000000000e+00
5.130934715270996094e-02 0.000000000000000000e+00
5.214309692382812500e-02 0.000000000000000000e+00
5.292701721191406250e-02 0.000000000000000000e+00
5.367851257324218750e-02 0.000000000000000000e+00
5.444550514221191406e-02 0.000000000000000000e+00
5.532097816467285156e-02 0.000000000000000000e+00
5.621552467346191406e-02 0.000000000000000000e+00
5.694127082824707031e-02 0.000000000000000000e+00
5.767607688903808594e-02 0.000000000000000000e+00
5.838251113891601562e-02 0.000000000000000000e+00
5.910158157348632812e-02 0.000000000000000000e+00
5.986022949218750000e-02 0.000000000000000000e+00
6.057739257812500000e-02 0.000000000000000000e+00
6.128168106079101562e-02 0.000000000000000000e+00
6.205439567565917969e-02 0.000000000000000000e+00
6.298828125000000000e-02 0.000000000000000000e+00
6.376099586486816406e-02 0.000000000000000000e+00
6.447887420654296875e-02 0.000000000000000000e+00
6.526660919189453125e-02 0.000000000000000000e+00
6.599688529968261719e-02 0.000000000000000000e+00
6.674051284790039062e-02 0.000000000000000000e+00
6.770968437194824219e-02 0.000000000000000000e+00
6.849575042724609375e-02 0.000000000000000000e+00
6.930422782897949219e-02 0.000000000000000000e+00
7.002329826354980469e-02 0.000000000000000000e+00
7.079124450683593750e-02 0.000000000000000000e+00
7.155704498291015625e-02 0.000000000000000000e+00
7.230043411254882812e-02 0.000000000000000000e+00
7.306671142578125000e-02 0.000000000000000000e+00
7.381010055541992188e-02 0.000000000000000000e+00
7.456660270690917969e-02 0.000000000000000000e+00
7.528257369995117188e-02 0.000000000000000000e+00
7.599711418151855469e-02 0.000000000000000000e+00
7.680797576904296875e-02 0.000000000000000000e+00
7.752251625061035156e-02 0.000000000000000000e+00
7.827639579772949219e-02 0.000000000000000000e+00
7.902574539184570312e-02 0.000000000000000000e+00
7.976555824279785156e-02 0.000000000000000000e+00
8.049654960632324219e-02 0.000000000000000000e+00
8.125281333923339844e-02 0.000000000000000000e+00
8.200025558471679688e-02 0.000000000000000000e+00
8.276987075805664062e-02 0.000000000000000000e+00
8.356809616088867188e-02 0.000000000000000000e+00
8.431315422058105469e-02 0.000000000000000000e+00
8.508920669555664062e-02 0.000000000000000000e+00
8.588576316833496094e-02 0.000000000000000000e+00
8.671522140502929688e-02 0.000000000000000000e+00
8.749485015869140625e-02 0.000000000000000000e+00
8.824801445007324219e-02 0.000000000000000000e+00
8.908247947692871094e-02 0.000000000000000000e+00
8.983278274536132812e-02 0.000000000000000000e+00
9.054589271545410156e-02 0.000000000000000000e+00
9.126901626586914062e-02 0.000000000000000000e+00
9.199500083923339844e-02 0.000000000000000000e+00
9.273886680603027344e-02 0.000000000000000000e+00
9.346508979797363281e-02 0.000000000000000000e+00
9.418129920959472656e-02 0.000000000000000000e+00
9.490966796875000000e-02 0.000000000000000000e+00
9.561347961425781250e-02 0.000000000000000000e+00
9.644627571105957031e-02 0.000000000000000000e+00
9.726452827453613281e-02 0.000000000000000000e+00
9.818768501281738281e-02 0.000000000000000000e+00
9.903216361999511719e-02 0.000000000000000000e+00
9.984707832336425781e-02 0.000000000000000000e+00
1.006770133972167969e-01 0.000000000000000000e+00
1.015372276306152344e-01 0.000000000000000000e+00
1.023685932159423828e-01 0.000000000000000000e+00
1.031303405761718750e-01 0.000000000000000000e+00
1.039276123046875000e-01 0.000000000000000000e+00
1.047394275665283203e-01 0.000000000000000000e+00
1.054835319519042969e-01 0.000000000000000000e+00
1.062331199645996094e-01 0.000000000000000000e+00
1.069924831390380859e-01 0.000000000000000000e+00
1.077582836151123047e-01 0.000000000000000000e+00
1.085536479949951172e-01 0.000000000000000000e+00
1.093177795410156250e-01 0.000000000000000000e+00
1.100742816925048828e-01 0.000000000000000000e+00
1.108534336090087891e-01 0.000000000000000000e+00
1.116225719451904297e-01 0.000000000000000000e+00
1.124114990234375000e-01 0.000000000000000000e+00
1.132290363311767578e-01 0.000000000000000000e+00
1.139636039733886719e-01 0.000000000000000000e+00
1.147630214691162109e-01 0.000000000000000000e+00
1.155273914337158203e-01 0.000000000000000000e+00
1.162929534912109375e-01 0.000000000000000000e+00
1.170551776885986328e-01 0.000000000000000000e+00
1.179039478302001953e-01 0.000000000000000000e+00
1.189210414886474609e-01 0.000000000000000000e+00
1.197082996368408203e-01 0.000000000000000000e+00
1.204612255096435547e-01 0.000000000000000000e+00
1.212191581726074219e-01 0.000000000000000000e+00
1.219515800476074219e-01 0.000000000000000000e+00
1.227030754089355469e-01 0.000000000000000000e+00
1.234505176544189453e-01 0.000000000000000000e+00
1.241953372955322266e-01 0.000000000000000000e+00
1.249547004699707031e-01 0.000000000000000000e+00
1.257398128509521484e-01 0.000000000000000000e+00
1.266248226165771484e-01 0.000000000000000000e+00
1.274302005767822266e-01 0.000000000000000000e+00
1.281816959381103516e-01 0.000000000000000000e+00
1.289374828338623047e-01 0.000000000000000000e+00
1.297979354858398438e-01 0.000000000000000000e+00
1.305801868438720703e-01 0.000000000000000000e+00
1.313228607177734375e-01 0.000000000000000000e+00
1.320607662200927734e-01 0.000000000000000000e+00
1.328418254852294922e-01 0.000000000000000000e+00
1.336364746093750000e-01 0.000000000000000000e+00
1.344871520996093750e-01 0.000000000000000000e+00
